2020/9/5 22:41:04 28800 3
2020/9/5 22:45:41 18200 1
2020/9/8 22:00:56 960 -1
2020/9/8 22:04:09 8640 -1
2020/9/8 22:07:35 29400 2
2020/9/8 22:18:14 900 -1
